name,position,team_games_played,time_played,successful_layoffs,open_play_passes,times_tackled,backward_passes,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,total_passes,substitute_off,successful_short_passes,goals_conceded_inside_box,total_unsuccessful_passes_excl_crosses_corners,unsuccessful_passes_opposition_half,starts,touches,appearances,ground_duels,forward_passes,index,duels_won,total_fouls_won,aerial_duels_won,duels,goals_conceded,games_played,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,tackles_won,duels_lost,ground_duels_won,winning_goal,unsuccessful_crosses_open_play,substitute_on,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,unsuccessful_short_passes,penalty_goals_conceded,total_fouls_conceded,total_shots,key_passes_attempt_assists,putthrough_blocked_distribution,total_touches_in_opposition_box,unsuccessful_dribbles,unsuccessful_crosses_corners,hit_woodwork,tackles_lost,throw_ins_to_own_player,fifty_fifty,goals,corners_won,successful_crosses_corners,successful_dribbles,successful_corners_into_box,rightside_passes,blocked_shots,recoveries,successful_fifty_fifty,unsuccessful_passes_own_half,corners_taken_incl_short_corners,shots_on_target_inc_goals,attempts_from_set_pieces,successful_long_passes,total_clearances,left_foot_goals,foul_won_penalty,unsuccessful_corners_into_box,goals_from_inside_box,penalties_taken,penalty_goals,interceptions,offsides,right_foot_goals,goal_assists,successful_launches,throw_ins_to_opposition_player,foul_attempted_tackle,yellow_cards,blocks,successful_crosses_open_play,handballs_conceded,assists_intentional,clean_sheets,gk_successful_distribution,penalties_conceded,goals_conceded_outside_box,total_red_cards,red_cards_2nd_yellow,straight_red_cards,headed_goals,saves_made,punches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,gk_unsuccessful_distribution,goals_from_outside_box,unsuccessful_layoffs,through_balls,second_goal_assists,goalkeeper_smother,catches,penalties_faced,penalties_saved,saves_from_penalty,set_pieces_goals,last_man_tackle,clearances_off_the_line,saves_made_caught,penalties_off_target,own_goal_scored,drops,crosses_not_claimed,other_goals
Sergio Barcia,Defensa,8,90,0,22,0,1,4,4,5,0,20,7,1,23,0,10,2,12,6,1,49,1,4,16,33,4,1,2,6,2,1,2,2,10,11,2,1,2,2,0,1,0,0,0,7,1,2,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,4,0,7,1,7,0,0,0,1,8,0,1,0,0,0,0,3,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Busquets,Centrocampista,7,561,2,477,1,50,286,3,9,7,55,162,11,496,4,431,7,48,35,7,567,7,49,125,62,32,15,3,59,7,7,20,171,429,448,10,7,27,29,0,0,0,3,0,39,2,8,0,5,6,3,0,0,0,4,0,15,0,0,0,3,0,150,0,37,7,13,0,0,0,17,6,0,0,0,0,0,0,12,0,0,0,0,0,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Camello,Delantero,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Canales Madrazo,Centrocampista,9,774,5,488,9,119,282,6,16,7,128,162,7,505,2,401,13,72,90,9,635,9,45,122,58,28,5,4,56,14,9,21,131,418,433,11,4,28,24,1,15,0,6,3,56,2,6,6,20,17,20,3,29,1,3,3,15,1,4,11,12,7,133,5,43,4,11,18,3,3,32,0,0,0,9,1,0,0,3,1,1,4,1,0,3,2,0,4,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Carreira,Defensa,9,261,1,91,1,18,31,4,6,1,35,35,3,91,2,62,6,25,21,3,145,3,8,41,23,5,2,0,9,6,3,3,27,66,66,1,0,4,5,0,6,0,2,1,19,1,2,2,1,7,4,1,6,1,3,23,8,1,2,0,0,0,5,0,10,5,10,0,1,0,4,7,0,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Escudero Palomo,Defensa,7,156,1,84,1,17,32,2,5,3,27,38,3,86,1,66,0,18,20,2,118,3,9,26,30,8,2,2,14,0,3,3,3,66,68,5,2,6,6,0,5,1,0,2,13,0,1,2,1,2,7,1,5,0,1,11,7,0,0,2,1,0,40,0,5,6,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio González,Defensa,9,90,0,29,2,4,3,3,3,2,13,17,1,30,0,19,2,10,6,1,41,1,6,9,12,4,1,2,10,2,1,4,11,19,20,4,0,6,2,0,0,0,0,1,7,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,6,0,9,1,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Gómez,Delantero,9,144,0,60,5,9,29,0,3,0,32,24,4,62,1,49,3,10,14,1,114,6,16,22,22,8,1,0,16,5,6,8,24,50,52,0,1,8,8,0,2,5,4,2,7,0,0,2,5,4,2,3,6,0,3,3,3,0,3,1,3,1,7,2,9,1,2,3,0,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Herrera,Portero,8,720,0,106,0,0,100,62,131,0,134,37,0,268,0,25,7,131,118,8,341,8,4,246,70,7,4,4,8,8,8,1,14,56,137,4,0,1,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,98,0,13,0,0,0,112,14,0,0,0,0,0,0,1,0,0,0,43,0,0,1,0,0,0,0,4,44,0,1,0,0,0,0,23,8,8,9,14,36,0,0,0,0,1,5,4,1,1,0,0,0,1,0,0,0,0,0
Sergio León,Delantero,8,106,0,10,3,5,6,0,0,2,12,3,0,13,1,9,2,4,4,1,30,3,8,5,17,3,1,2,12,2,3,7,1,6,9,4,0,9,1,0,0,2,0,4,4,0,3,4,2,0,5,1,0,1,0,0,1,0,2,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio López,Defensa,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Postigo Redondo,Defensa,8,469,0,193,0,9,70,10,26,7,48,100,3,214,0,148,8,44,26,5,267,7,14,106,100,17,4,8,29,9,7,5,73,153,170,15,3,12,9,0,0,2,3,0,18,0,4,0,1,5,2,0,0,0,0,0,9,0,0,0,2,0,26,0,29,6,18,0,0,0,22,22,0,0,0,0,0,0,9,0,0,0,1,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Ramos,Defensa,8,675,0,529,1,23,202,3,13,11,43,300,10,542,1,433,9,41,27,8,618,8,27,214,76,30,4,13,51,9,8,10,132,489,501,24,8,21,17,2,0,0,1,4,28,3,10,9,2,3,13,1,0,0,2,3,19,2,1,1,3,0,173,2,42,13,14,0,5,1,68,21,0,1,0,2,2,2,9,1,2,0,1,0,3,2,3,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sergio Santos,Defensa,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Álvarez,Centrocampista,9,694,0,294,5,45,122,9,20,19,90,109,19,302,1,207,7,72,50,7,397,8,59,99,38,59,13,26,104,7,8,26,92,222,230,45,12,45,33,0,2,1,4,1,52,0,18,3,3,6,5,1,2,0,7,2,21,0,0,1,2,0,66,0,45,11,24,0,2,0,23,9,0,0,0,0,0,0,10,0,0,0,7,0,11,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergiño Dest,Defensa,7,216,0,140,8,25,76,1,2,1,39,49,4,140,0,123,4,15,20,2,214,4,27,48,91,14,1,0,28,4,4,13,34,125,125,1,1,14,14,0,9,2,3,0,13,2,4,1,4,9,3,2,9,0,3,21,6,0,0,0,9,0,33,1,16,2,4,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinji Okazaki,Delantero,9,369,3,48,6,15,30,0,0,18,35,14,1,55,3,43,3,11,8,5,102,5,16,16,19,12,3,7,41,4,5,11,13,37,44,25,0,29,5,0,0,0,3,6,11,1,2,6,1,3,14,2,0,1,1,0,8,0,0,0,1,0,11,1,9,0,3,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shon Weissman,Delantero,9,283,0,45,4,12,23,0,0,13,31,9,1,49,2,32,4,17,13,3,85,7,15,10,75,5,2,1,29,4,7,11,9,28,32,14,1,24,4,0,1,4,5,1,17,0,5,4,2,7,10,2,1,0,0,0,15,0,1,0,1,0,18,1,10,7,5,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidnei Rechel da Silva Júnior,Defensa,9,270,0,180,1,9,27,6,9,9,15,149,4,189,0,165,5,13,8,3,226,3,13,53,60,15,4,6,28,6,3,4,48,168,176,15,2,13,9,0,0,0,1,0,4,1,2,0,0,2,2,1,0,0,2,0,5,0,0,0,1,0,79,1,21,4,5,0,0,0,11,9,0,0,0,0,0,0,8,0,0,0,0,0,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofian Chakla,Defensa,9,12,0,8,0,1,1,2,3,0,5,3,0,9,0,3,0,5,3,0,10,1,0,6,1,2,0,2,2,0,1,0,1,4,4,2,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Javier Hidalgo,Centrocampista,8,217,0,89,2,25,46,1,2,1,28,32,3,90,1,73,1,13,15,2,146,4,9,23,20,7,0,2,12,1,4,4,40,76,77,3,3,5,5,0,7,2,1,1,11,0,3,2,2,5,9,1,7,0,0,24,4,0,3,1,2,0,2,0,6,1,5,0,1,0,4,3,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Savic,Defensa,7,540,0,332,2,30,120,13,25,11,58,165,4,336,0,255,2,52,34,6,399,6,14,123,65,21,2,15,40,2,6,8,129,281,284,26,2,19,6,0,0,0,1,1,27,0,3,1,1,3,1,0,0,0,2,1,18,0,0,1,0,0,54,0,34,12,18,0,0,0,29,25,0,0,0,0,0,0,9,0,0,0,8,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesús Fernández Saez,Delantero,7,224,3,113,8,34,77,0,3,0,34,29,4,113,3,97,2,10,23,3,163,5,32,18,29,14,5,0,32,2,5,18,45,103,103,0,4,18,14,0,9,2,1,3,7,0,4,4,4,5,7,3,14,0,0,0,8,0,1,3,5,0,16,1,10,4,1,2,1,0,6,0,0,0,2,0,0,0,1,2,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Rodríguez,Defensa,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takashi Inui,Delantero,9,692,5,174,19,48,104,5,13,11,120,43,7,183,6,132,8,40,66,9,336,9,53,59,45,26,6,3,67,8,9,30,27,134,143,14,4,41,23,0,34,0,3,4,27,0,12,9,4,8,19,10,34,0,3,10,23,0,9,4,10,0,49,3,33,12,8,1,5,0,11,3,0,0,0,0,0,0,3,5,0,0,1,0,6,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takefusa Kubo,Centrocampista,9,171,3,77,5,23,44,0,1,3,43,16,1,78,1,60,0,18,22,1,137,9,26,9,83,18,7,0,29,0,9,8,29,59,60,3,1,11,18,0,2,8,1,0,17,0,3,4,5,5,10,2,7,0,0,0,3,0,2,0,10,0,17,1,13,2,3,3,4,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Antonio Morente Oliva,Centrocampista,7,494,4,155,14,57,60,3,4,14,69,62,5,157,1,120,4,35,25,5,268,6,61,41,47,41,15,7,82,5,6,27,29,120,122,21,3,41,34,0,5,1,6,2,31,1,5,4,0,16,8,8,5,0,2,0,21,1,3,0,14,0,30,1,20,16,15,0,2,0,2,11,0,0,0,1,0,0,3,0,1,1,0,0,4,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thibaut Courtois,Portero,8,720,0,161,0,0,2,18,41,0,44,183,0,228,0,162,9,43,33,8,312,8,0,97,66,2,0,2,2,9,8,0,69,136,185,2,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,62,0,62,0,10,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,92,0,0,0,0,0,0,21,0,11,11,10,15,0,0,0,0,1,6,3,0,0,0,0,0,1,0,0,1,0,0
Thierry Rendall Correia,Defensa,9,426,0,168,5,23,56,8,17,4,84,66,15,173,1,110,4,53,47,5,312,6,51,82,88,40,8,7,62,6,6,18,66,115,120,11,4,22,33,0,8,1,5,1,36,1,7,1,3,8,3,4,8,0,11,32,17,0,2,2,11,0,2,0,25,6,14,0,0,0,10,13,0,0,0,0,0,0,10,0,0,0,2,6,4,1,1,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Lemar,Centrocampista,7,146,5,80,4,21,40,1,2,5,29,27,3,82,2,61,1,17,15,2,115,5,20,18,77,9,1,1,26,1,5,12,14,63,65,6,2,17,8,0,2,3,1,1,15,0,5,1,2,5,0,1,6,1,1,1,8,0,2,2,4,2,29,0,8,2,8,5,0,0,4,1,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Partey,,7,199,2,219,2,19,128,0,7,2,28,69,7,220,0,176,1,24,24,2,255,3,25,51,100,17,1,2,29,1,3,10,76,195,196,4,4,12,15,0,0,1,3,2,17,0,5,2,0,4,0,1,2,0,3,0,6,0,2,1,7,0,74,3,17,4,2,2,0,0,20,1,0,0,2,0,0,0,2,0,0,0,1,0,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomás Pina,Centrocampista,9,412,0,142,3,21,63,1,3,6,34,57,6,145,3,117,3,25,15,5,196,6,28,54,22,19,2,8,42,4,6,17,33,117,120,14,1,23,11,1,1,1,4,1,22,0,14,2,1,4,4,1,1,0,5,0,9,1,0,0,3,0,37,0,28,4,11,0,1,0,3,9,0,0,0,1,0,0,6,1,1,0,1,0,10,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomás Franco Tavares,Defensa,9,32,0,3,0,1,1,0,0,0,1,1,2,3,0,1,1,1,1,0,6,1,2,1,11,3,0,1,3,1,1,0,1,2,2,1,1,0,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomás Vaclik,Portero,7,90,0,34,0,0,0,2,7,0,7,32,0,39,0,28,1,7,4,1,48,1,0,16,21,0,0,0,0,1,1,0,13,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Toni Kroos,Centrocampista,8,338,2,308,2,42,187,0,8,1,43,124,13,325,2,274,5,24,31,4,392,6,36,81,57,24,5,3,40,5,6,15,66,284,301,4,6,16,21,0,4,2,3,4,16,0,7,7,17,6,4,0,16,0,7,0,8,0,2,10,3,10,136,0,20,1,9,22,3,0,27,4,0,0,8,0,0,0,2,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Latorre,Defensa,9,133,1,75,4,14,31,3,7,4,25,29,2,77,0,57,3,17,11,1,107,4,12,30,85,6,1,2,18,4,4,8,5,58,60,6,2,12,4,0,1,3,3,0,10,0,4,2,0,4,6,1,1,0,0,5,4,1,0,0,1,0,28,0,10,3,7,0,2,0,3,3,1,0,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laureano Antonio Villa Suárez,Centrocampista,9,314,0,80,14,12,46,1,2,6,55,19,7,83,4,61,5,18,21,4,175,6,56,28,32,29,12,1,63,5,6,28,14,63,65,7,5,34,28,0,5,2,5,1,16,1,6,3,3,13,13,7,7,1,2,5,16,1,2,0,9,0,29,0,15,4,4,2,2,0,4,0,0,2,2,1,0,0,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio García Aranda,Defensa,8,174,0,72,1,8,25,1,3,0,28,33,2,73,1,53,2,15,15,2,118,2,8,34,23,5,2,0,8,2,2,3,1,57,58,0,0,3,5,0,4,0,1,1,12,0,2,1,0,5,0,0,4,0,2,19,4,0,1,0,1,0,30,0,8,1,4,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco António Machado Trincão,Delantero,7,146,0,88,9,27,63,0,1,2,39,15,1,93,0,78,2,15,18,0,140,7,24,17,95,13,6,0,26,2,7,11,35,74,78,2,1,13,13,0,8,7,0,1,14,0,0,4,2,7,16,3,8,0,0,0,6,0,5,0,6,0,14,3,5,4,5,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Arietaleanizbeaskoa,Delantero,9,16,0,2,0,0,1,0,0,1,2,0,0,2,0,1,0,1,1,0,5,1,1,1,18,1,1,0,2,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Dufur,Centrocampista,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai García,Defensa,8,307,0,90,0,7,23,9,16,2,35,40,7,93,2,42,3,30,21,3,122,4,16,44,18,14,2,4,22,4,4,6,30,60,63,6,4,8,10,0,1,1,2,0,14,2,4,0,1,2,0,0,1,0,3,0,6,0,0,0,1,0,12,0,21,4,10,0,0,0,21,8,0,0,0,0,0,0,1,0,0,0,9,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai López,Centrocampista,8,560,0,336,6,64,184,6,16,8,84,136,13,364,5,285,6,47,53,6,470,8,44,88,85,27,8,3,55,6,8,20,125,292,317,11,8,28,24,1,9,2,3,2,31,2,7,6,10,5,3,4,20,0,5,2,16,2,4,3,3,2,87,1,36,10,14,13,4,2,32,2,0,0,7,2,0,0,8,1,2,0,2,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Unai Núñez,Defensa,8,270,0,150,3,6,49,4,12,9,29,87,4,158,0,116,3,22,14,3,198,3,15,46,57,18,3,12,36,3,3,9,72,129,136,21,2,18,6,0,0,0,0,1,10,0,4,2,2,0,4,0,0,0,2,2,5,0,0,0,1,0,34,1,16,1,8,0,1,0,20,12,0,0,0,0,0,0,3,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Simón,Portero,8,720,0,141,0,0,54,59,96,1,97,82,0,232,0,60,8,96,81,8,290,8,2,170,20,1,1,1,4,9,8,2,34,89,136,2,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,74,0,15,0,0,0,76,3,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,0,0,1,69,1,1,0,0,0,0,8,1,2,2,6,16,0,0,0,0,2,4,2,0,0,0,0,0,1,0,0,0,0,0
Unai Vencedor Paris,Centrocampista,8,16,0,28,0,3,13,0,1,0,5,12,0,29,0,22,0,4,5,0,31,2,0,7,70,0,0,0,0,0,2,0,8,24,25,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urko Gonzalez,Defensa,9,1,0,2,0,1,0,0,0,1,1,1,0,2,0,1,0,1,1,0,3,1,1,1,1,0,0,0,2,0,1,1,0,1,1,1,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uros Racic,Centrocampista,9,239,2,105,2,21,37,0,1,2,22,53,6,105,1,83,3,15,12,2,150,6,27,31,80,24,5,7,36,4,6,10,25,90,90,9,5,12,17,0,2,4,2,3,14,0,6,3,0,2,2,1,2,0,1,0,10,0,1,0,6,0,28,1,20,4,5,0,0,0,7,6,0,0,0,0,0,0,4,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicente Esquerdo,Centrocampista,9,146,0,57,1,5,26,1,1,0,13,26,2,58,2,46,3,7,6,2,77,3,7,15,17,3,0,0,7,4,3,4,17,50,51,0,2,4,3,0,2,1,0,1,6,0,2,1,0,1,0,1,2,0,0,1,1,0,0,1,1,0,21,0,11,1,3,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
